업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
곤충하우스,3059135509,건설업,애완곤충애완곤충용품,대전광역시 유성구 성북로161번길 81-104성북동,053-357-7565
공룡발통,6080285559,도매 및 소매업,대형타이어유통,경상남도 창원시 마산합포구 우산길 88,043-645-3349
영원케미칼,3072762622,제조업,폴리에틸렌 필름 및  봉투,세종특별자치시  소정면 궁리길 15,051-791-0153
우리산업,3080462946,도매 및 소매업,폴리에틸렌 이중벽구조 하수도관,충청남도 논산시 연무읍 양지길 45-37,043-853-3735
한별(주),1218169678,제조업|도매 및 소매업,컨테이너하우스,충청남도 청양군 목면 안심길 224한별주식회사,063-543-1855
(주)미래환경,4158133022,음식점 및 주점업,비계구조물해체 및 석면해체제거,전남 해남군 해남읍해남로160-29,042-633-9688
삼영상사,2220269919,전문 과학 및 기술 서비스업|연구개발업|교육 서비스업,생산없음,강원도 삼척시 교동로 29삼영상사,041-352-2002
에이치제이전기,2880301110,금속 가공제품 제조업; 기계 및 가구 제외,배전함,충청남도 천안시 동남구 목천읍 삼성3길 8-76,041-352-9466
조은산업,8642900967,제조업,인쇄잉크,강원도 강릉시 입암로29번길 11109-304,063-445-3750
주식회사 참살이산업,3448801659,도매 및 소매업,전기온열의자,충청남도 천안시 서북구 밤개울2길 37-1102호 (차암동),042-632-7000
커피선,8182700577,도매 및 소매업,원두제조 판매,강원도 속초시 중앙로 346설악비치리조텔102호 커피선,063-255-2254
(주)에어퓨쳐,3418701556,건축 기술 엔지니어링 및 기타 과학기술 서비스업,드론,경기도 안성시 대덕면 서동대로 4726906동 사무3호,031-319-4622
(주)엔케이피,8628701602,건설업,도로명판,경기도 화성시 남양읍 무하로110번길 108-7엔케이피,031-494-4954
(주)해참,5648601661,도매 및 소매업,폴리에틸렌필름,충청남도 홍성군 구항면 거북로 237,070-4062-9144
농업회사법인 수인유통주식회사,3918600327,제조업,곡류,경기도 화성시 매송면 화성로2365번길 422층,031-233-9556
드림4U,3062649954,사업시설 관리 사업 지원 및 임대 서비스업,기타청소서비스,경기도 안양시 동안구 경수대로 564401호(호계동),070-7563-4200
비케이디자인건축사사무소,1055900074,도매 및 소매업,건축사사무소,경기도 과천시 양지마을3로 4-82층,02-516-4992
이로운디자인,4035500441,제조업|도매 및 소매업|의복 의복 액세서리 및 모피제품 제조업,실내건축공사,부산광역시 해운대구 마린시티3로 1B동423호 (우동 썬프라자),031-402-6697
인코,5081409803,정보통신업,컴퓨터서버,대전광역시 서구 월평새뜸로 52층 66호,061-655-3605
제일그린,4491200208,사업시설 관리 사업 지원 및 임대 서비스업|그 밖의 모든 업종,건물청소서비스,경기도 화성시 병점1로 216-216층 609호 (병점동),052-268-4959
주식회사 센트리(Sentry Inc.),1078839987,그 밖의 모든 업종,대기오염측정기,서울특별시 구로구 디지털로 271804호(구로동 벽산디지털밸리Ⅲ),031-497-4930
주식회사 소빛에코피아,5658601344,제조업,교육지원서비스,경기도 시흥시 서해안로 900물놀이장,031-798-5545
주식회사 에스엠피플,5088800894,사업시설관리 및 사업지원 서비스업,보건용마스크,대전광역시 서구 갈마중로30번길 674층 401호,032-672-1665
주식회사 피스코리아,2768101212,제조업|인쇄 및 기록매체 복제업|도매 및 소매업,남성용티셔츠,경기도 안산시 상록구 광덕산안길 20사회적경제지원센터 8호,031-498-5971
주식회사 한길테크,2358801340,제조업|도매 및 소매업,데이터베이스관리소프트웨어,대전광역시 중구 계백로 16193층 301-2호 (유천동 벽산프라자빌딩),031-248-2018
청소의여왕,1244880433,도매 및 소매업,시설물유지관리공사,경기도 화성시 떡전골로 128-16,031-377-1690
초록푸드,3314000555,도매 및 소매업,도소매,경기도 의정부시 호국로1519번길 20-261층103호,055-296-7681
(주)동림테크,1328156265,도매 및 소매업,도로안전용품 볼라드 등...,경기도 구리시 검배로 126 신성빌딩 4층 2호 (토평동)경기도 남양주시 진건읍 용정리774-4외2필지,055-755-8284
(주)케이비수림,1408178504,건설업,시설설비유지관리서비스,인천광역시 계양구 아나지로247번길 11403호(효성동 모닝프라자),031-798-8993
그린디자인,1273575322,건설업,현수막|인쇄|판촉물|실사출력|배너,경기도 양주시 평화로 1138(산북동),055-855-0059
대박컴퍼니,1313721076,건축 기술 엔지니어링 및 기타 과학기술 서비스업,살균기,인천광역시 남동구 호구포로 50225호(고잔동),061-473-2491
성민 trade,1685400406,건설업,서적,인천광역시 남동구 서창남로 21206동 1208호(서창동 인천서창엘에이치12단지),02-3442-0013
신텍스약품,8501700572,도매 및 소매업,의약품유통,전라북도 전주시 완산구 용머리로 368층 821호,032-437-7818
에스키모,1312375105,건설업,냉매압축기,인천광역시 남동구 백범로247번길 401층(구월동),070-8851-1648
주식회사 대한이엔피,1248718466,인쇄 및 기록매체 복제업,전기공사,경기도 양평군 청운면 비룡1길26번길 6-2,02-714-5888
(유)완주개발,6908101683,그 밖의 제품 제조업,철근콘크리트공사업,전라북도 완주군 삼례읍 삼례로 4383층,070-4610-5684
(주)거명,5608101607,제조업,토목설계,세종특별자치시 장군면 장기초교길 9-1,033-263-1430
(주)동신건설,4138100393,도매 및 소매업,건설 전기공사,전라남도 고흥군 고흥읍 고흥로 19102층,052-272-8040
(주)한성생활건강,7398101746,건설업|제조업,기타가공식품 건강기능식품,서울특별시 용산구 이촌로 5711호(한강로3가 한강그랜드오피스텔),054-653-1140
미르텍 주식회사,4118125379,건설업,패키지소프트웨어개발및도입서비스,전라남도 목포시 대양산단로199번길 67대양동,031-211-1641
빅그린,6051478372,전기장비 제조업,종이인쇄물제작서비스,부산광역시 동구 중앙대로296번길 111501호 (초량동 장원하이드파크),043-836-2957
삼성디자인,2021684567,건설업|폐기물 수집 운반 처리 및 원료 재생업,안내판,서울특별시 중구 수표로 20-1(충무로3가 2층),053-253-1100
서원텍,2690601293,전기장비 제조업,미니관리기 열매수집기 파종기,전라북도 전주시 덕진구 용신길 26-5서원텍,070-4047-7752
신흥,2692100225,종합 건설업,선풍기 히터 앞치마 건강기능식품 등,서울특별시 강남구 양재대로55길 12121동 1205호(일원동 수서아파트),041-1522-8478
주)빛을꿈꾸는사람들,4178131694,도매 및 소매업|개인 및 소비용품 수리업|그 밖의 모든 업종,프로그램개발용소프트웨어,전라남도 여수시 대통로 47-1(화장동) 2층,031-996-8216
(주)아인스플랜,3038142136,인쇄 및 기록매체 복제업,실내건축공사,충청북도 청주시 청원구 오창읍 양청4길 16-1101호 ,054-535-1973
(주)에이비라이트,2218142789,인쇄 및 기록매체 복제업,안내전광판,강원도 춘천시 퇴계공단1길 41(퇴계동)12호,054-331-5007
(주)엔씨,3798701231,건설업|도매 및 소매업,상하수도설비공사,충청북도 청주시 흥덕구 공단로 1341306호,054-463-2518
(주)일우이앤지,3018194318,가구 제조업,안내판,충청북도 청주시 청원구 내수읍 묵방국동로 137-11(주)일우이앤지,055-364-3238
덕정종합건설(주),6098142320,건축 기술 엔지니어링 및 기타 과학기술 서비스업,건축공사,경상남도 창원시 진해구 소사천로 4상가2층 211호 (소사동 동화맨션 A동),031-631-7746
라일오토바이상사,4010249739,제조업,오토바이 판매 및 수리,전라북도 군산시 동령길 33-4라일오토바이,031-454-8259
아이두커뮤니케이션,4081931859,도매 및 소매업,기타인쇄물,광주광역시 남구 진다리로 37,043-422-7236
예림출판인쇄,2190492719,제조업,인쇄 출판 등,충청북도 청주시 상당구 대성로 2091층,031-853-0691
제비표페인트호남총판,4101776234,예술 스포츠 및 여가관련 서비스업,에나멜페인트,광주광역시 광산구 사암로 81945호,054-781-3359
주식회사 동양가구산업,6088145983,도매 및 소매업|전문 서비스업,사물함,경상남도 창녕군 창녕읍 창녕시장길 27-8 ,031-634-7788
주식회사 삼인엔지니어링,1138701873,교육 서비스업|스포츠 및 오락관련 서비스업,토목설계용역,경상남도 의령군 의령읍 충익로 49-53층,061-743-9918
주식회사 세화신소재,3278800975,건설업,친환경 바닥재,광주광역시 광산구 평동산단5번좌로 115나동,043-235-0069
청주형제종합상사,1122634967,제조업|자동차 및 트레일러 제조업,프린트및복사용지,충청북도 청주시 상당구 월평로214번길 6지하,02-2065-8574
케이에스,1282864820,전문 과학 및 기술 서비스업,LED가로등기구,강원도 원주시 태장공단길 59케이에스,054-331-5007
태백승마클럽,1271740789,건설업,승마연습장,강원도 태백시 태백로 483태백승마클럽,063-244-7751
한백P&G,6095003037,사업시설관리 및 사업지원 서비스업,디자인서비스,전라북도 전주시 완산구 충경로 331층 휴대폰아울렛,051-757-1550
해피트레이닝컨설팅,2061235245,고무제품 및 플라스틱제품 제조업|도매 및 소매업,전시및 행사기획 대행 위탁교육 및 교육컨설팅,경기도 하남시 조정대로 45미사센텀비즈 F649호,051-501-0291
(주)금호이티시,6158119727,제조업,정보통신공사 및 전기공사정보시스템유지관리서비스,경상남도 김해시 분성로3번길 100-9 (외동),031-222-9736
(주)기성대정정밀,6158120485,제조업,자동차부품,경상남도 양산시 용당산단1길 5 (용당동),054-859-1135
건축사사무소 다모,5022336342,인쇄 및 기록매체 복제업,건축설계용역,대구 달서구 상화북로 196(상인동제림상가 105동203호),051-852-3377
대호소방이엔지,4492800325,도매 및 소매업|제조업,전문 소방시설공사업,경상남도 창원시 마산합포구 회원천북길 5192층(산호동),062-575-0112
매일환경산업,5060937482,건설업,기타청소서비스,경상북도 포항시 남구 오천읍 해병로269번길 22-7,031-262-3173
부광스텐금속,7784200030,금속가공제품 제조업(기계 및 가구 제조업 제외),pvc단열보강제칼라스테인레스알루미늄일반스텐레스,대구광역시 북구 팔달북로8길 64102동,031-321-4279
상명,5060988040,건설업,디지털인쇄기,경상북도 포항시 북구 침촌로 1-162층,054-857-7171
상주경천곶감농원,3779500435,정보통신업,곶감,경상북도 상주시 이안면 무운로 1463-24양범리 260-15,063-564-1364
성심기획,4702800300,인쇄 및 기록매체 복제업|창작 예술 및 여가관련 서비스업,기타인쇄물,세종특별자치시 한누리대로 2135A동 215호 (보람동 스타힐타워),033-735-2291
스쿨문구(알파문구 포항점),5060821402,제조업|출판업|전문 서비스업,디지털인쇄기,경상북도 포항시 북구 침촌로 1-16알파빌딩,033-342-4560
엠제이조경건설(주),1898800636,건설업,건설,대전광역시 유성구 진잠로139번길 26201호,063-461-2788
은성,5040795366,인쇄 및 기록매체 복제업|도매 및 소매업|그 밖의 모든 업종,가로등주 및 공원등주,대구광역시 달성군 다사읍 서재로 156,032-584-8356
주식회사 국보전력,8648100285,폐기물 수집 운반 처리 및 원료 재생업,전기공사업정보통신공사업,제주특별자치도 서귀포시 동홍로 38주식회사 국보전력,031-642-6300
주식회사 비앤와이,5658801445,인쇄 및 기록매체 복제업,경영관리소프트웨어,경상북도 예천군 호명면 양지로 55105동 2103호,02-766-1788
주식회사 소래드,5028638971,인쇄 및 기록매체 복제업,잡지,대구광역시 동구 율하동로12길 5-6202,031-999-8484
주식회사 천운,5938800816,도매 및 소매업,LED가로등기구,제주특별자치도 제주시 삼성로16길 11층,070-7878-5566
주식회사광진전력,8308100768,목재 및 나무제품 제조업(가구 제조업 제외)|건설업,전기공사,경상북도 구미시 고아읍 대평6길 891층,031-558-1116
중앙문화사,4112393218,그 밖의 제품 제조업,디지털인쇄물제작서비스,세종특별자치시 절재로 172태한프레스센터 2층 201호,031-633-7887
플러스산업,4449500977,그 밖의 제품 제조업,생활폐기물처리서비스,대전광역시 중구 오류로 92911호,032-653-8885
레드컴즈,3052916543,기타 개인 서비스업,팸플릿,대전광역시 서구 대덕대로185번길 495층 (둔산동) (둔산동),042-671-3710
주식회사 새터,5388701581,인쇄 및 기록매체 복제업|도매 및 소매업|출판 영상 방송통신 및 정보서비스업,기타인쇄물,경상남도 창원시 의창구 원이대로121번길 31,070-8623-2258
컬처북스,1293158622,보건업 및 사회복지 서비스업,도서및인쇄물.기록물.마크.자료처리업,경기도 남양주시 진건읍 진건오남로 77심미에셈빌 115,055-346-0050
(주)디자인300,5578100918,건설업,화장실칸막이,서울특별시 양천구 화곡로14길 241층 (신월동),031-413-2033
(주)엠에스엘테크놀로지,4178141950,도매 및 소매업,등명기,전라남도 여수시 율촌면 여순로 1061,041-858-0258
(주)엠와이칼라,1088187902,건설업,재제조토너,서울특별시 성동구 뚝섬로1길 31비층 101108호(성수동1가 서울숲M타워),055-313-6161
대길인력,4105012090,사업시설관리 및 사업지원 서비스업,인력공급서비스,서울특별시 영등포구 영신로 374층(영등포동),064-747-3244
더드림 컴퍼니,6162973406,도매 및 소매업,서적,제주특별자치도 제주시 진군남4길 5201(노형동 더힐주상복합상가201호~202호),063-453-3100
선화묘지이장,1689700873,건설업,장례및묘지서비스,전라북도 익산시 선화로59길 81층2호,042-537-6201
수어로 아이디,7231800530,인쇄 및 기록매체 복제업,건설내장시공용역,서울특별시 양천구 오목로15길 281층 101호(신월동 건우빌라),061-723-0039
영테크,6850101511,가구 제조업,기념품등 상품중개업,전라남도 여수시 화산1길 68-72층,063-833-7733
유한회사 세영,4048119054,제조업,시설물유지관리업.금속구조창호,전라북도 전주시 완산구 마전중앙로 21영창빌딩 303호(효자동3가),064-744-9970
주식회사 비엔피서비스,1058789621,건설업,위생관리용역업,서울특별시 광진구 천호대로 569303호(중곡동),032-549-8504
주식회사 성운통상,7728601409,전문 과학 및 기술 서비스업,플랜지 가스켓 밸브 및 배관자재,경기도 구리시 장자대로1번길 321층 (교문동),02-571-3163
주식회사 천세이엔지,1128600253,식료품 제조업,안전진단업 엔지니어링업 측량업 시설물유지관리업,전라북도 전주시 완산구 소태정3길 52층 (효자동2가),02-895-0661
청록인쇄소,3101057073,도매 및 소매업,신문 교재 서적 연감 정기간행물 팜플렛 기타간행물,충청남도 서산시 동헌로 112청록인쇄소,02-426-8555
(주)대우가구,1268133796,제조업,수강용탁자,충청북도 음성군 감곡면 가곡로 478-50,02-2236-2160
(주)명진기계산업,1378617170,건설업,연소기구 비철금속용접,인천광역시 서구 백범로 633(가좌동),031-528-2033
(주)민국건설,5478601633,건설업,포장공사 및 조경식재공사,강원도 정선군 임계면 서동로 4566-12층,02-2217-3623
건축사사무소 이레,2151834067,도매 및 소매업,건축설계 및 감리,전남 무안군 무안읍면성1길 3,033-242-0525
농업회사법인식회사한울타리,8838600165,그 밖의 모든 업종,티백,강원 강릉시 사임당로 641-28가톨릭관동대학교 창업보육센터109호,033-441-2370
디앤케이푸드코리아 ,6052515863,제조업,밀가루설탕,부산광역시 동래구 사직북로34번길 47-1,02-407-7500
매일식품,2754700064,도매 및 소매업,냉동빵,강원도 원주시 우무개로 36(우산동),070-8873-2201
승원기업,6581400581,도매 및 소매업,건설업/도매및소매업 (주거용건물 건설업/문구용품 도매업 외),강원도 태백시 황지로 2022층,070-7571-9560
유한회사 덕암산업,4108682407,도매 및 소매업|교육 서비스업,조경시설물,전라남도 나주시 세지면 동곡송정길 96- 0 ,02-372-6628
전국물자조달 주식회사 ,2228601791,건설업,도소매업,울산광역시 남구 문수로 433303호,070-4652-4006
조은환경,5017800235,건설업,건물청소서비스,강원도 고성군 간성읍 남천마루2길 7삼익상가 2층 204호,033-434-1969
지엔비이노텍,3654700431,제조업,자동차부품내부소재조립,울산광역시 북구 원연암2길 7(연암동),070-7867-7201
한울도매센터,4111347170,인쇄 및 기록매체 복제업,식품제과위생청소용품,전남 무안군 삼향읍남악5로22번길59 1층,070-7122-9207
함평사무기,4120275542,하수 폐수 및 분뇨 처리업,레이저프린터용소모품,전라남도 함평군 함평읍 중앙길 199-9함평사무기,031-983-0697
(주)미다운,6168800778,가구 제조업,기타화초,경기도 동두천시 중앙로 250-12층 1호,043-272-3989
(주)한아름건설,1328182614,건설업,실내건축공사,경기도 가평군 가평읍 새말옛로 18일원,061-383-2911
(합자)백진건설산업,3018153393,고무제품 및 플라스틱제품 제조업,건설장비임대서비스,충청남도 천안시 동남구 목천읍 도장로 247백진건설산업,032-583-5447
세이프유앤아이,3142541183,도매 및 소매업|전문 과학 및 기술 서비스업|교육 서비스업,임산부 안심벨트,대전광역시 유성구 테크노3로 65한신에스메카 431호,02-1688-0937
유선인쇄사,3080663823,건설업,팸플릿,충청남도 논산시 시민로 172(내동),032-446-2117
주식회사 씨엔지환경 ,5138168806,도매 및 소매업|출판업|전문 서비스업,폐수및하수처리서비스,경북 구미시 산호대로 187 낙동상가 606호,02-812-0066
한라인테리어,7196600018,도매 및 소매업,기타미분류가구,경기도 남양주시 수동면 비룡로586번길 101-97,031-516-4881
(주)가온이엔지,7728600278,전문 과학 및 기술 서비스업,소방시설관리업.소방시설공사업,경상북도 칠곡군 석적읍 남중리3길 77 ,031-966-1297
(주)금아테크,5058157098,운수 및 창고업|창고 및 운송관련 서비스업|사업 지원 서비스업,PE이중벽관,경상북도 경주시 천북면 신당소티고개길 54-16,070-4645-4459
(주)신컴퍼니,3558101096,섬유제품 제조업; 의복 제외,소프트웨어 자문 및 개발공급,경기도 고양시 일산동구 노루목로 80308-601,061-832-1883
광성개발(주),5088106642,영상ㆍ오디오 기록물 제작 및 배급업|정보서비스업,철큰콘크리트공사토공사상하수도공사,경북 청송군 청송읍중앙로 302,02-702-2295
길에서만나다마음연구소,1722000832,도매 및 소매업,서적,경상북도 포항시 북구 양덕남로 1031층,062-373-3351
대성OA,1283364090,자동차 및 트레일러 제조업,시무기기 임대 및 판매,경기도 고양시 일산동구 공릉천로 66사리현동 동문아파트 301동 1304호,052-239-6702
로그 인포텍,1361369666,건설업,프로그램개발용소프트웨어,경상북도 경산시 원효로7길 35-3한라하이츠 101호,061-337-3383
신라특수이송,2039015476,제조업,장례및묘지서비스,경상북도 포항시 남구 상공로18번길 251층신라특수이송 (대도동),063-542-5678
아르페지오,5050727764,섬유제품 제조업; 의복 제외,면섬유,경상북도 경주시 금성로 394아르페지오,031-653-6501
앙비떼,5680801082,기타 기계 및 장비 제조업,사진촬영처리서비스,경기도 고양시 일산동구 일산로394번길 321층 (정발산동),031-711-6163
주식회사 다켐,6108186478,제조업,차아염소산나트륨,울산광역시 울주군 온양읍 원동1길 25-8(주)다켐,070-8834-0911
주식회사대명산업,5148195626,도매 및 소매업,자동차부품,경북 경산시 진량읍 일연로653-12 (주)대명산업 (선화리),031-416-4964
한미조경주식회사,6108626233,기타 개인 서비스업,조경식재공사,울산광역시 울주군 웅촌면 웅촌로 720 ,053-981-8879
(주) 경기도장애인기업,4548601549,제조업,프린트및복사용지,경기도 남양주시 화도읍 재재기로 158,032-667-4800
(주)광천타올,2048701368,수리(修理) 및 기타 개인 서비스업,타월,충청북도 청주시 서원구 현도면 현도시동길 74(주)광천타올,070-4798-1309
(주)알파모션,1358616971,도매 및 소매업,모터구동제어기,경기도 수원시 영통구 덕영대로1556번길 16B동 504호(디지털 엠파이어빌딩),031-298-7344
(주)이온바이오,7758601000,부동산업,녹조적조퇴적물정화서비스,경기도 양주시 광적면 광적로 477(주)이온바이오,031-689-4560
(주)전광기업,4098172369,도매 및 소매업,합성수지덱,광주광역시 북구 하서로 290-22주3동 102호,031-438-9945
나우크린에어,2193082151,제조업,시설설비유지관리서비스,경기도 수원시 권선구 금호로 14-8B동 111호,041-545-6226
도래산업,1274317593,도매 및 소매업|환경 정화 및 복원업,전시용진열대,경기도 포천시 소흘읍 죽엽산로167번길 21-281층,031-633-4562
동산,7479000245,목재 및 나무제품 제조업(가구 제조업 제외),장례및묘지서비스,충청북도 옥천군 군북면 답양막지길 306-232층 ,031-485-6431
메인씨앤씨(c&c),1240147012,제조업,정품토너,경기도 화성시 봉담읍 오래2길 1-11층 상가 ,070-8863-4055
미주 공인중개사사무소,1313366982,금속 가공제품 제조업; 기계 및 가구 제외|건설업|도매 및 소매업|제조업,부동산 중개업,인천광역시 남동구 청능대로718번길 17(논현동 1층일부),070-7436-0592
상록,5437600313,사업시설관리 및 사업지원 서비스업,복합전자장치,경기도 안산시 단원구 광덕동로 991층 107호(고잔동현대타운),031-703-9989
어큐노스,1748101497,건설업|도매 및 소매업|정보통신업,신속항생제감수성검사기,경기도 수원시 장안구 서부로 2066성균관대학교 산학협력센터 85318호,031-429-4100
주식회사 대은코퍼레이션,7068601004,기타 제품 제조업,도소매 및 서비스,인천광역시 중구 인중로144번길 61-3102호(답동 원경아트빌),054-382-1170
주식회사 덕우우드텍,1648700284,사업시설관리 및 사업지원 서비스업,목재방음벽및방음판,인천광역시 동구 방축로62번길 38(송림동),033-733-5823
주식회사 디알드라이브,5848801539,식료품 제조업,감속기기어조립체,부산광역시 강서구 과학산단1로60번길 3113동 402호,041-944-1012
주식회사 삼디,2478701176,도매 및 소매업,금속구조물·창호공사,경기도 화성시 정남면 만년로 443-12,061-383-5343
주식회사 우송,3018619366,전문 과학 및 기술 서비스업,건물청소서비스,충청북도 청주시 상당구 무농정로 422층(방서동),032-815-7079
주식회사 제타솔루션즈,1488601116,도매 및 상품 중개업|전문직별 공사업,무선통신송신기,충청북도 영동군 영동읍 대학로 31015동 201-202호,032-865-5999
주식회사 플랜에이,5568101476,제조업,인조잔디,경기도 성남시 분당구 야탑로 95세심옴니코어빌딩 4층 407호,053-801-0301
주식회사 한울타리,1298613284,건설업,서비스 경호 경비 시설관리외,경기 성남시 중원구 도촌동563-1 대덕프라자1차 306호,033-573-9191
주식회사더팜,1268643722,그 밖의 모든 업종,식육류,경기도 용인시 처인구 모현면 곡현로 765(주)더팜 2층,033-262-2666
주식회사유로시스템,1298142275,농업 임업 및 어업,컴퓨터서버,경기도 성남시 분당구 불정로376번길 37(서현동)505(서현동범한프라자),033-644-5132
청풍전기주식회사,3018136808,전문 과학 및 기술 서비스업,전기안전관리대행업,충청북도 청주시 청원구 팔결로 60(주중동) 청풍전기(주),033-342-7878
푸른C&I,1210544372,제조업,건설자재,인천광역시 서구 염곡로 336(신현동),054-382-8888
(주) 엘에스티,5778600765,도매 및 소매업|제조업|건설업|수리(修理) 및 기타 개인 서비스업,공기여과기,경기도 안산시 단원구 해봉로273번길 27 1동 2층 (신길동),054-458-8228
글로벌조경,1400627463,사업시설 관리 및 조경 서비스업,조경공사,경기도 시흥시 수인로2978번길 3글로벌조경,041-751-0666
남해환경,6120892992,건설업,건물청소서비스,경상남도 통영시 장좌로 99 (동호동),054-822-4322
농업회사법인마루팜주식회사,3178600799,제조업,표고버섯배지 및 표고버섯,경상남도 진주시 이반성면 하곡로 150-23150-23 ,054-241-2600
빌딩워크샵 건축사사무소,7282300107,운수업,건축설계용역,제주특별자치도 제주시 복지로3길 2-94층 (도남동),053-812-5486
신신메디케어,4181181272,도매 및 소매업|기타 기계 및 장비 제조업,건식반식욕기,경기도 광주시 회덕길28번길 60신신메디케어,054-855-7700
신흥인포넷,1243582431,제조업,컴퓨터사무기기서비스및판매,경기도 수원시 장안구 수성로381번길 26-11층 신흥인포넷,064-732-1209
에이스방역,2959700914,하수ㆍ폐기물 처리 원료재생 및 환경 복원업|건설업,방역소독,제주특별자치도 제주시 설촌로2길 232층 201호 (삼양이동),054-973-1472
예림,5892800924,사업시설관리 및 사업지원 서비스업,인테리어용품,경기도 용인시 수지구 풍덕천로197번길 3-18102호,051-727-2621
제주동백 주식회사,6168610724,전기 가스 증기 및 공기 조절 공급업,추출가공식품,제주특별자치도 서귀포시 중문로26번길 12상가 101호 (중문동 옐로이원룸),051-704-9711
주식회사브이아피항공여행사,6128129570,예술 스포츠 및 여가관련 서비스업,공공기관통근운송서비스,경상남도 거제시 옥포대첩로1길 7상가동 104호,043-260-9393
태영산업,1130914915,제조업,유압렌치,경기도 수원시 영통구 신원로 88103동 1409호,031-592-1118
투두글로벌주식회사,2498601568,제조업|도매 및 소매업,좌변기 자동세척기,경기도 성남시 중원구 갈마치로 302a동1405호,031-591-5907
현대이엔티(주),4128127502,그 밖의 모든 업종,인공골재,전라남도 나주시 봉황면 세남로 962-16현대이엔티(주),031-968-8503
(주)대광기업,4098609648,비금속 광물제품 제조업,시설물경비서비스,광주광역시 북구 대천로 12-1(오치동2층),031-452-9216
동원가스텍,1273530209,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,고압가스LPG가스 도.소매,경기도 양주시 백석읍 월암로 162,031-852-3543
마이투어코리아,2201017818,가죽 가방 및 신발 제조업,국내여행서비스,서울특별시 서초구 동광로 65203A호(방배동),063-225-5582
온양석산조경석(주),5108800257,전문 과학 및 기술 서비스업|건설업,조경석,충청남도 아산시 영인면 월선서길 108,055-747-7969
주식회사 우리산업,4858700600,도매 및 상품 중개업,음식물쓰레기처리통,대전광역시 중구 대종로 6032층 202호,031-957-0404
청소꾼들,2534500100,사회복지 서비스업,없음,경기도 남양주시 진건읍 진관로303번길 14-1101호,02-899-8556
평원산업,1321759484,예술 스포츠 및 여가관련 서비스업|운수 및 창고업,콘크리트제품,경기도 가평군 청평면 상지로 11-111,032-886-8322
(주)아비트코리아,2068117258,제조업,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,서울특별시 광진구 아차산로 309204호(자양동 남장빌딩 2층),031-493-2780
(주)일경실업,2178111176,고무제품 및 플라스틱제품 제조업,남성용구두,서울특별시 성동구 성수일로8길 414층(성수동2가),032-225-7979
건축사사무소 리얼랩 도시건축,4576600032,기타 전문 과학 및 기술 서비스업,건축설계용역,서울특별시 중구 필동로1길 10-61층(필동3가 필동3가근린시설),031-411-0809
눈누난나,7020700177,건설업,도소매 및 잡화 / 카페대행업,서울특별시 성동구 동일로 263103동 1303호(송정동 건영아파트),032-715-7774
독립,2014063657,제조업|전문 과학 및 기술 서비스업,보조기기 대여 및 수리,서울특별시 용산구 한강대로38가길 171층 101호(한강로2가),031-926-2790
미래고속관광(주),6158123916,영상ㆍ오디오 기록물 제작 및 배급업|창작 예술 및 여가관련 서비스업,국내여행서비스,경상남도 김해시 삼계중앙로 59유토피아빌딩 105호 (삼계동),053-476-2979
알파절곡,1531000754,출판 영상 방송통신 및 정보서비스업,판금용성형기,경기도 시흥시 군자천로31번길 37시화공단 2바 602호,063-635-3426
엘케이(LK),1250297036,비금속 광물제품 제조업,고무화합물,경기도 안성시 대덕면 여서리길 8-4엘케이 ,070-4366-0425
웅,8490701209,건설업,행사운영대행,서울특별시 송파구 백제고분로32길 40-16101호(삼전동),031-833-6304
주식회사 대성전기공사,2958101417,건설업|도매 및 소매업|제조업,건축공사,서울특별시 동대문구 신이문로2길 25101호(이문동 대성빌리지),054-673-9903
주식회사 디올연구소,2068706772,건설업|수리(修理) 및 기타 개인 서비스업,디자인서비스,서울특별시 성북구 안암로 1455층(안암동5가 고려대 산학관),063-214-3119
주식회사 짜잔,3888801358,제조업,광고 영상물 및 영화 제작,서울특별시 강남구 봉은사로55길 48-6지하1층(삼성동),02-469-4500
주식회사 카이로스솔루션,1108617966,교육 서비스업|기타 전문 과학 및 기술 서비스업,시스템관리소프트웨어,서울특별시 금천구 범안로 11429층 905호(가산동 하우스디 더 스카이밸리 가산2차),02-2275-7584
주식회사 태웅산업,4098191823,출판 영상 방송통신 및 정보서비스업,노면표지용페인트,전라남도 해남군 옥천면 농공단지길 361층,051-517-9010
(주)글로벌환경,1218132604,사업시설관리 및 사업지원 서비스업,순환골재,전라북도 김제시 용지면 신리길 321-18(주)글로벌환경,02-529-5949
(주)선우시스템,1228603811,사업시설관리 및 사업지원 서비스업,기계설비공사,인천광역시 강화군 강화읍 강화대로 3043층 301호 ,062-263-5303
(주)아이티앤에스,8958700597,도매 및 소매업,건축공사,서울특별시 중랑구 봉화산로56길 114(신내동),053-657-1155
(주)온누리로,4968801168,제조업,도로시설물표지판가드레일 분리대 난간외,충청북도 충주시 대소원면 첨단쉼터4길 8-101층,041-633-7978
(주)올콘텐츠,1198649295,건설업|수리(修理) 및 기타 개인 서비스업|도매 및 소매업,교육지원서비스,경기도 용인시 처인구 모현읍 문현로 348용인소상공인회관,032-262-2630
